222,0.796,37.77
223,0.796,35.45
224,0.796,15.64
225,0.796,27.59
226,0.783,39.09
227,0.783,39.59
228,0.783,37.03
229,0.783,41.69
230,0.685,45.5
231,0.685,40.99
232,0.685,44.17
233,0.685,43.96
234,0.636,39.33
235,0.636,38.45
236,0.62,0.0
237,0.636,5.09
238,0.636,32.77
239,0.66,0.0
240,0.66,2.09
241,0.639,1.88
242,0.66,2.43
243,0.66,0.0
244,0.672,0.0
245,0.672,0.0
246,0.672,0.0
247,0.672,0.0
248,0.672,0.0
249,0.672,0.0
250,0.672,0.0
251,0.672,0.0
252,0.66,0.0
253,0.66,0.0
254,0.66,0.0
255,0.66,1.26
256,0.62,0.0
257,0.636,41.62
258,0.62,0.45
259,0.62,0.0
260,0.62,0.04
261,0.784,45.13
262,0.784,38.26
263,0.669,17.91
264,0.784,41.3
265,0.784,43.1
266,0.747,27.41
267,0.745,30.87
268,0.8,23.57
269,0.784,31.86
270,0.645,21.53
271,0.634,30.44
272,0.656,0.62
273,0.654,13.97
274,0.659,0.54
275,0.659,12.29
276,0.659,0.0
277,0.659,0.0
278,0.69,1.12
279,0.69,0.0
280,0.69,0.0
281,0.69,0.0
282,0.731,0.0
283,0.731,1.53
284,0.589,18.42
285,0.731,3.83
286,0.731,28.57
287,0.578,43.5
288,0.557,41.09
289,0.734,8.33
290,0.658,34.51
291,0.658,36.03
292,0.734,4.13
293,0.734,27.92
294,0.658,36.92
295,0.734,5.39
296,0.734,11.51
297,0.718,5.54
298,0.783,32.06
299,0.789,23.72
300,0.816,47.17
301,0.828,45.88
302,0.828,47.52
303,0.828,23.7
304,0.828,47.98
305,0.816,21.0
306,0.816,7.45
307,0.816,5.64
308,0.816,0.85
309,0.791,0.0
310,0.791,0.0
311,0.791,0.02
312,0.791,0.0
313,0.829,0.0
314,0.829,27.09
315,0.829,0.0
316,0.829,3.39
317,0.826,0.0
318,0.826,0.0
319,0.826,0.0
320,0.826,0.62
321,0.766,1.39
322,0.766,0.96
323,0.766,6.37
324,0.766,36.79
325,0.826,37.41
326,0.692,23.71
327,0.781,24.49
328,0.69,1.86
329,0.826,0.0
330,0.826,12.57
331,0.826,0.0
332,0.826,11.12
333,0.694,44.0
334,0.733,45.36
335,0.699,45.21
336,0.72,44.42
337,0.769,6.17
338,0.713,4.78
339,0.77,37.68
340,0.715,15.34
341,0.806,16.52
342,0.806,1.75
343,0.806,37.97
344,0.806,21.31
345,0.795,37.13
346,0.853,43.97
347,0.853,46.23
348,0.786,40.6
349,0.786,48.9
350,0.875,47.5
351,0.797,26.95
352,0.783,43.61
353,0.734,48.0
354,0.782,24.41
355,0.741,32.88
356,0.771,26.64
357,0.812,14.84
358,0.809,29.45
359,0.84,36.53
360,0.779,43.3
361,0.728,25.51
362,0.728,11.28
363,0.816,46.72
364,0.735,47.82
365,0.66,47.64
366,0.66,52.0
367,0.66,47.22
368,0.66,51.07
369,0.777,40.84
370,0.777,47.28
371,0.777,47.04
372,0.777,45.05
373,0.701,44.38
374,0.701,25.45
375,0.823,47.66
376,0.834,41.33
377,0.826,1.31
378,0.826,6.96
379,0.826,5.76
380,0.826,1.4
381,0.805,38.4
382,0.805,39.66
383,0.805,45.74
384,0.805,40.0
385,0.881,43.63
386,0.881,50.33
387,0.87,39.41
388,0.87,12.13
389,0.828,24.97
390,0.828,26.95
391,0.833,29.68
392,0.833,29.31
393,0.83,25.96
394,0.831,31.56
395,0.826,42.65
396,0.826,39.68
397,0.826,34.37
398,0.826,10.08
399,0.871,47.42
400,0.932,43.73
401,0.821,15.04
402,0.837,47.34
403,0.687,47.1
404,0.686,47.35
405,0.82,44.22
406,0.82,16.0
407,0.793,39.39
408,0.793,33.47
409,0.793,9.01
410,0.793,6.74
411,0.838,31.15
412,0.838,17.47
