t matrices
 all 1496:1841154
 all 1497:1836086
 all 1498:1841022
 all 1499:1835915
 all 1500:1830311
 all 1501:1834738
 all 1502:1832877
 all 1503:1830101
 all 1504:1832826
 all 1505:1830405
 all 1506:1832982
 all 1507:1835546
 all 1508:1831924
 all 1509:1830590
 all 1510:1827419
 all 1511:1827452
 all 1512:1827832
 all 1513:1823383
 all 1514:1820900
 all 1515:1822515
 all 1516:1822499
 all 1517:1820060
 all 1518:1825200
 all 1519:1825059
 all 1520:1820208
 all 1521:1822954
 all 1522:1825297
 all 1523:1822555
 all 1524:1822867
 all 1525:1819448
 all 1526:1814343
 all 1527:1819573
 all 1528:1814642
 all 1529:1814472
 all 1530:1818939
 all 1531:1816725
 all 1532:1819952
 all 1533:1815552
 all 1534:1817767
 all 1535:1817747
 all 1536:1817129
 all 1537:1820518
 all 1538:1820446
 all 1539:1823277
 all 1540:1821791
 all 1541:1825691
 all 1542:1820710
 all 1543:1816038
 all 1544:1820141
 all 1545:1816048
 all 1546:1817872
 all 1547:1817787
 all 1548:1818929
 all 1549:1813954
 all 1550:1813883
 all 1551:1816781
 all 1552:1807953
 all 1553:1808286
 all 1554:1813480
 all 1555:1808051
 all 1556:1803243
 all 1557:1808237
 all 1558:1803160
 all 1559:1808168
 all 1560:1808661
 all 1561:1797291
 all 1562:1801495
 all 1563:1797550
 all 1564:1797519
 all 1565:1801542
 all 1566:1797996
 all 1567:1797712
 all 1568:1797981
 all 1569:1803373
 all 1570:1787337
 all 1571:1787102
 all 1572:1789842
 all 1573:1803748
 all 1574:1811389
 all 1575:1811925
 all 1576:1812061
 all 1577:1812229
 all 1578:1806341
 all 1579:1806718
 all 1580:1806635
 all 1581:1806994
 all 1582:1805854
 all 1583:1798218
 all 1584:1798341
 all 1585:1803442
 all 1586:1803363
 all 1587:1798456
 all 1588:1802362
 all 1589:1801994
 all 1590:1798361
 all 1591:1798610
 all 1592:1801320
 all 1593:1797559
 all 1594:1798759
 all 1595:1792981
 all 1596:1793104
 all 1597:1798487
 all 1598:1792267
 all 1599:1793063
 all 1600:1797622
 all 1601:1790133
 all 1602:1789817
 all 1603:1781866
 all 1604:1793071
 all 1605:1787223
 all 1606:1787309
 all 1607:1787409
 all 1608:1782230
 all 1609:1784744
 all 1610:1786239
 all 1611:1787492
 all 1612:1781890
 all 1613:1784646
 all 1614:1781997
 all 1615:1805782
 all 1616:1812301
 all 1617:1809861
 all 1618:1813850
 all 1619:1811135
 all 1620:1811173
 all 1621:1810398
 all 1622:1810085
 all 1623:1805666
 all 1624:1805823
 all 1625:1805912
 all 1626:1805924
 all 1627:1805986
 all 1628:1797952
 all 1629:1797930
 all 1630:1801256
 all 1631:1801214
 all 1632:1800381
 all 1633:1801018
 all 1634:1798068
 all 1635:1803141
 all 1636:1800708
 all 1637:1792646
 all 1638:1797711
 all 1639:1795416
 all 1640:1795434
 all 1641:1795466
 all 1642:1792938
 all 1643:1790421
 all 1644:1789822
 all 1645:1791167
 all 1646:1790848
 all 1647:1792614
 all 1648:1790805
 all 1649:1783574
 all 1650:1784073
 all 1651:1782185
 all 1652:1786188
 all 1653:1784961
 all 1654:1784879
 all 1655:1808784
 all 1656:1813647
 all 1657:1806026
 all 1658:1804865
 all 1659:1803263
 all 1660:1803325
 all 1661:1792928
 all 1662:1796520
 all 1663:1790216
 all 1664:1790291
 all 1665:1785045
 all 1666:1784733
 all 1667:1782067
 all 1668:1776498
 all 1669:1781655
 all 1670:1776670
 all 1671:1774018
 all 1672:1776386
 all 1673:1763222
 all 1674:1767195
 all 1675:1768495
 all 1676:1763023
 all 1677:1763197
 all 1678:1768669
 all 1679:1768519
 all 1680:1763097
 all 1681:1762213
 all 1682:1755889
 all 1683:1755284
 all 1684:1749929
 all 1685:1749974
 all 1686:1755320
 all 1687:1759916
 all 1688:1755067
 all 1689:1755164
 all 1690:1755426
 all 1691:1758570
 all 1692:1756054
 all 1693:1758587
 all 1694:1757841
 all 1695:1750093
 all 1696:1752369
 all 1697:1779326
 all 1698:1779201
 all 1699:1775052
 all 1700:1775075
 all 1701:1776868
 all 1702:1775181
 all 1703:1775157
 all 1704:1778568
 all 1705:1773773
 all 1706:1768578
 all 1707:1771200
 all 1708:1768446
 all 1709:1770737
 all 1710:1768533
 all 1711:1761961
 all 1712:1763390
 all 1713:1763330
 all 1714:1761967
 all 1715:1765800
 all 1716:1763201
 all 1717:1763170
 all 1718:1764730
 all 1719:1768772
 all 1720:1768813
 all 1721:1763481
 all 1722:1763493
 all 1723:1763453
 all 1724:1768805
 all 1725:1768850
 all 1726:1763551
 all 1727:1753913
 all 1728:1754941
 all 1729:1758218
 all 1730:1777000
 all 1731:1763855
 all 1732:1759772
 all 1733:1940349
 all 1734:1934159
 all 1735:1933976
 all 1736:1933345
 all 1737:1933073
 all 1738:1919248
 all 1739:1923163
 all 1740:1921035
 all 1741:1913243
 all 1742:1908975
 all 1743:1912515
 all 1744:1900921
 all 1745:1905981
 all 1746:1899217
 all 1747:1906010
 all 1748:1899484
 all 1749:1898316
 all 1750:1894690
 all 1751:1893380
 all 1752:1892154
 all 1753:1884508
 all 1754:1881136
 all 1755:1876644
 all 1756:1872297
 all 1757:1869450
 all 1758:1867810
 all 1759:1866838
 all 1760:1869323
 all 1761:1871547
 all 1762:1866632
 all 1763:1865320
 all 1764:1868317
 all 1765:1864081
 all 1766:1868375
 all 1767:1871331
 all 1768:1870318
 all 1769:1864220
 all 1770:1864688
 all 1771:1867822
 all 1772:1867590
 all 1773:1864070
 all 1774:1863218
 all 1775:1861986
 all 1776:1856988
 all 1777:1854748
 all 1778:1855183
 all 1779:1857796
 all 1780:1857438
 all 1781:1862793
 all 1782:1858932
 all 1783:1856108
 all 1784:1858135
 all 1785:1855348
 all 1786:1853581
 all 1787:1853936
 all 1788:1856407
 all 1789:1854978
 all 1790:1858435
 all 1791:1858653
 all 1792:1859446
 all 1793:1862733
 all 1794:1863338
 all 1795:1859834
 all 1796:1862792
 all 1797:1860052
 all 1798:1862695
 all 1799:1856802
 all 1800:1857184
 all 1801:1849516
 all 1802:1848516
 all 1803:1849784
 all 1804:1852925
 all 1805:1852212
 all 1806:1845048
 all 1807:1844898
 all 1808:1845127
 all 1809:1850574
 all 1810:1845173
 all 1811:1851381
 all 1812:1850659
 all 1813:1937024
 all 1814:1936125
 all 1815:1933097
 all 1816:1931550
 all 1817:1933682
 all 1818:1932128
 all 1819:1936593
 all 1820:1931873
 all 1821:1936045
 all 1822:1920496
 all 1823:1925380
 all 1824:1925091
 all 1825:1920656
 all 1826:1925824
 all 1827:1925917
 all 1828:1920295
 all 1829:1920009
 all 1830:1922807
 all 1831:1921548
 all 1832:1919648
 all 1833:1926304
 all 1834:1925444
 all 1835:1921344
 all 1836:1922511
 all 1837:1919086
 all 1838:1918932
 all 1839:1920503
 all 1840:1917085
 all 1841:1908571
 all 1842:1912275
 all 1843:1909564
 all 1844:1916634
 all 1845:1914221
 all 1846:1912485
 all 1847:1917300
 all 1848:1915268
 all 1849:1909805
 all 1850:1910041
 all 1851:1912976
 all 1852:1910326
 all 1853:1907929
 all 1854:1917953
 all 1855:1901849
 all 1856:1905395
 all 1857:1897866
 all 1858:1898704
 all 1859:1903405
 all 1860:1906826
 all 1861:1905361
 all 1862:1903135
 all 1863:1904365
 all 1864:1901851
 all 1865:1898310
 all 1866:1901702
 all 1867:1898677
 all 1868:1896826
 all 1869:1902717
 all 1870:1907624
 all 1871:1897925
 all 1872:1900827
 all 1873:1897681
 all 1874:1899974
 all 1875:1900480
 all 1876:1893150
 all 1877:1893946
 all 1878:1891243
 all 1879:1894271
 all 1880:1891197
 all 1881:1890588
 all 1882:1886780
 all 1883:1893238
 all 1884:1896357
 all 1885:1894016
 all 1886:1891355
 all 1887:1894857
 all 1888:1888536
 all 1889:1891264
 all 1890:1891214
 all 1891:1888335
 all 1892:1887210
 all 1893:1895634
 all 1894:1893119
 all 1895:1895943
 all 1896:1891590
 all 1897:1895664
 all 1898:1886532
 all 1899:1888905
 all 1900:1886899
 all 1901:1891285
 all 1902:1891346
 all 1903:1880472
 all 1904:1882941
 all 1905:1880524
 all 1906:1880133
 all 1907:1885834
 all 1908:1884491
 all 1909:1881783
 all 1910:1880718
 all 1911:1880623
 all 1912:1870815
 all 1913:1871619
 all 1914:1867054
 all 1915:1866568
 all 1916:1868007
 all 1917:1868321
 all 1918:1864385
 all 1919:1872820
 all 1920:1870627
 all 1921:1868640
 all 1922:1865187
 all 1923:1865066
 all 1924:1868214
 all 1925:1866413
 all 1926:1864961
 all 1927:1869479
 all 1928:1869049
 all 1929:1872680
 all 1930:1872397
 all 1931:1867109
 all 1932:1867085
 all 1933:1853829
 all 1934:1860042
 all 1935:1861350
 all 1936:1856227
 all 1937:1857466
 all 1938:1862509
 all 1939:1854789
 all 1940:1861458
 all 1941:1857073
 all 1942:1858371
 all 1943:1862405
 all 1944:1864612
 all 1945:1847840
 all 1946:1851129
 all 1947:1851545
 all 1948:1844034
 all 1949:1851056
 all 1950:1851852
 all 1951:1851439
 all 1952:1846313
 all 1953:1846575
 all 1954:1937217
 all 1955:1936829
 all 1956:1937021
 all 1957:1936968
 all 1958:1940184
 all 1959:1932764
 all 1960:1931469
 all 1961:1932300
 all 1962:1932508
 all 1963:1932593
 all 1964:1924636
 all 1965:1926501
 all 1966:1926684
 all 1967:1928812
 all 1968:1927381
 all 1969:1926480
 all 1970:1922990
 all 1971:1922228
 all 1972:1922321
 all 1973:1921035
 all 1974:1920141
 all 1975:1918929
 all 1976:1922851
 all 1977:1922957
 all 1978:1923065
 all 1979:1916819
 all 1980:1914748
 all 1981:1913495
 all 1982:1917571
 all 1983:1917141
 all 1984:1913686
 all 1985:1917960
 all 1986:1917904
 all 1987:1915210
 all 1988:1914865
 all 1989:1917456
 all 1990:1917758
 all 1991:1908040
 all 1992:1911163
 all 1993:1911205
 all 1994:1913521
 all 1995:1909863
 all 1996:1908735
 all 1997:1912684
 all 1998:1913194
 all 1999:1908870
 all 2000:1910122
 all 2001:1912785
 all 2002:1912594
 all 2003:1904348
 all 2004:1902671
 all 2005:1908041
 all 2006:1908231
 all 2007:1902950
 all 2008:1905901
 all 2009:1902886
 all 2010:1906476
 all 2011:1906883
 all 2012:1905183
 all 2013:1904454
 all 2014:1906058
 all 2015:1900402
 all 2016:1900401
 all 2017:1900591
 all 2018:1902534
 all 2019:1900162
 all 2020:1900389
 all 2021:1894115
 all 2022:1894350
 all 2023:1894608
 all 2024:1892145
 all 2025:1894057
 all 2026:1895316
 all 2027:1891487
 all 2028:1888261
 all 2029:1889134
 all 2030:1887028
 all 2031:1891770
 all 2032:1891810
 all 2033:1888560
 all 2034:1888780
 all 2035:1888548
 all 2036:1882154
 all 2037:1881363
 all 2038:1886343
 all 2039:1881697
 all 2040:1886419
 all 2041:1885610
 all 2042:1885580
 all 2043:1886860
 all 2044:1887066
 all 2045:1879176
 all 2046:1878402
 all 2047:1878618
 all 2048:1878569
 all 2049:1881522
 all 2050:1877089
 all 2051:1872757
 all 2052:1875657
 all 2053:1873346
 all 2054:1873241
 all 2055:1872906
 all 2056:1873447
 all 2057:1873503
 all 2058:1873832
 all 2059:1874571
 all 2060:1868377
 all 2061:1868233
 all 2062:1868279
 all 2063:1868455
 all 2064:1868902
 all 2065:1870858
 all 2066:1862584
 all 2067:1862559
 all 2068:1862820
 all 2069:1860276
 all 2070:1862956
 all 2071:1865447
 all 2072:1863052
 all 2073:1860566
 all 2074:1865630
 all 2075:1865796
 all 2076:1863137
 all 2077:1863464
 all 2078:1857172
 all 2079:1857276
 all 2080:1859997
 all 2081:1860152
 all 2082:1857082
 all 2083:1857536
 all 2084:1857714
 all 2085:1856842
 all 2086:1855679
 all 2087:1860413
 all 2088:1859525
 all 2089:1858250
 all 2090:1851916
 all 2091:1852119
 all 2092:1853901
 all 2093:1851717
 all 2094:1851974
 all 2095:1851999
 all 2096:1854547
 all 2097:1854506
 all 2098:1852156
 all 2099:1852301
 all 2100:1852648
 all 2101:1850101
 all 2102:1846617
 all 2103:1847085
 all 2104:1849141
 all 2105:1846982
 all 2106:1847356
 all 2107:1847422
 all 2108:1839332
 all 2109:1841601
 all 2110:1841808
 all 2111:1831985
 all 2112:1990755
 all 2113:1992135
 all 2114:1974863
 all 2115:1981260
 all 2116:1960700
 all 2117:1961756
 all 2118:1949041
 all 2119:1944168
 all 2120:1928561
 all 2121:1926931
 all 2122:1910551
 all 2123:1905891
 all 2124:1898712
 all 2125:1899041
 all 2126:1877806
 all 2127:1882354
 all 2128:1865165
 all 2129:1856991
 all 2130:1851244
 all 2131:1856644
 all 2132:1993504
 all 2133:1988259
 all 2134:1974794
 all 2135:1972674
 all 2136:1960303
 all 2137:1962536
 all 2138:1941776
 all 2139:1946147
 all 2140:1924546
 all 2141:1925660
 all 2142:1907963
 all 2143:1919636
 all 2144:1899417
 all 2145:1892325
 all 2146:1880927
 all 2147:1886658
 all 2148:1864166
 all 2149:1862296
 all 2150:1856082
 all 2151:1856201
 all 2152:1845708
 all 2153:1843196
 all 2154:1854442
 all 2155:1852181
 all 2156:1841375
 all 2157:1847770
 all 2158:1993523
 all 2159:1989239
 all 2160:1993320
 all 2161:1990800
 all 2162:1998476
 all 2163:1997603
 all 2164:1985394
 all 2165:1984245
 all 2166:1984786
 all 2167:1979873
 all 2168:1978448
 all 2169:1984535
 all 2170:1980126
 all 2171:1981048
 all 2172:1985182
 all 2173:1971241
 all 2174:1967515
 all 2175:1972291
 all 2176:1968513
 all 2177:1973186
 all 2178:1972012
 all 2179:1960054
 all 2180:1966206
 all 2181:1963960
 all 2182:1961712
 all 2183:1961734
 all 2184:1965333
 all 2185:1965215
 all 2186:1963680
 all 2187:1961318
 all 2188:1955644
 all 2189:1954474
 all 2190:1955330
 all 2191:1955747
 all 2192:1957330
 all 2193:1956956
 all 2194:1948600
 all 2195:1952015
 all 2196:1951927
 all 2197:1949312
 all 2198:1950111
 all 2199:1957186
 all 2200:1955229
 all 2201:1956435
 all 2202:1953849
 all 2203:1957349
 all 2204:1953817
 all 2205:1954594
 all 2206:1957368
 all 2207:1950998
 all 2208:1950992
 all 2209:1940921
 all 2210:1946974
 all 2211:1943738
 all 2212:1945018
 all 2213:1945257
 all 2214:1945050
 all 2215:1940923
 all 2216:1941143
 all 2217:1946246
 all 2218:1942980
 all 2219:1940440
 all 2220:1940046
 all 2221:1931870
 all 2222:1933635
 all 2223:1933454
 all 2224:1922465
 all 2225:1919350
 all 2226:1920064
 all 2227:1910860
 all 2228:1912856
 all 2229:1911279
 all 2230:1910561
 all 2231:1907772
 all 2232:1908921
 all 2233:1906798
 all 2234:1909281
 all 2235:1912891
 all 2236:1909760
 all 2237:1913775
 all 2238:1908975
 all 2239:1900015
 all 2240:1903393
 all 2241:1901987
 all 2242:1896605
 all 2243:1896753
 all 2244:1901118
 all 2245:1889513
 all 2246:1887763
 all 2247:1889293
 all 2248:1892925
 all 2249:1892847
 all 2250:1892279
 all 2251:1888365
 all 2252:1889146
 all 2253:1892235
 all 2254:1876396
 all 2255:1880171
 all 2256:1882273
 all 2257:1868571
 all 2258:1869438
 all 2259:1871740
 all 2260:1864999
 all 2261:1865423
 all 2262:1865401
 all 2263:1860021
 all 2264:1858936
 all 2265:1859055
 all 2266:1873130
 all 2267:1870203
 all 2268:1872042
 all 2269:1865616
 all 2270:1866937
 all 2271:1867355
 all 2272:1860153
 all 2273:1860291
 all 2274:1861512
 all 2275:1856448
 all 2276:1856094
 all 2277:1853485
 all 2278:1855659
 all 2279:1855984
 all 2280:1852452
 all 2281:1849383
 all 2282:1852140
 all 2283:1849326
 all 2284:1844133
 all 2285:1844188
 all 2286:1846940
 all 2287:1853767
 all 2288:1855431
 all 2289:1856631
 all 2290:1853509
 all 2291:1857651
 all 2292:1856269
 all 2293:1849928
 all 2294:1852083
 all 2295:1849876
 all 2296:1849871
 all 2297:1851761
 all 2298:1849955
 all 2299:1844314
 all 2300:1845056
 all 2301:1845446
 all 2302:1843403
 all 2303:1846400
 all 2304:1842164
 all 2305:1829906
 all 2306:1829562
 all 2307:1830251
 all 2308:1832670
 all 2309:1841464
 all 2310:1840147
 all 2311:1827985
 all 2312:1830335
 all 2313:1838611
 all 2314:1817393
 all 2315:1819707
 all 2316:1818058
 all 2317:1813449
 all 2318:1822370
 all 2319:1815114
 all 2320:1795721
 all 2321:1803954
 all 2322:1783855
 all 2323:1768340
 all 2324:1763935
 all 2325:1765213
 all 2326:2121285
 all 2327:2121803
 all 2328:2104934
 all 2329:2105744
 all 2330:2098714
 all 2331:2101752
 all 2332:2087306
 all 2333:2086343
 all 2334:2079031
 all 2335:2077116
 all 2336:2067564
 all 2337:2063769
 all 2338:2060943
 all 2339:2059450
 all 2340:2046307
 all 2341:2043785
 all 2342:2038672
 all 2343:2037486
 all 2344:2020283
 all 2345:2026010
 all 2346:2013298
 all 2347:2014751
 all 2348:2006812
 all 2349:2001429
 all 2350:2117383
 all 2351:2117903
 all 2352:2117852
 all 2353:2112184
 all 2354:2112456
 all 2355:2112483
 all 2356:2100331
 all 2357:2100515
 all 2358:2099624
 all 2359:2087598
 all 2360:2087948
 all 2361:2091236
 all 2362:2080748
 all 2363:2075493
 all 2364:2075176
 all 2365:2080763
 all 2366:2080694
 all 2367:2073211
 all 2368:2077916
 all 2369:2081042
 all 2370:2074173
 all 2371:2066777
 all 2372:2068428
 all 2373:2068458
 all 2374:2066018
 all 2375:2065499
 all 2376:2068400
 all 2377:2057013
 all 2378:2054023
 all 2379:2054227
 all 2380:2045413
 all 2381:2043726
 all 2382:2043122
 all 2383:2034951
 all 2384:2034550
 all 2385:2038235
 all 2386:2027713
 all 2387:2025019
 all 2388:2020632
 all 2389:2012722
 all 2390:2014696
 all 2391:2014646
 all 2392:2006565
 all 2393:2003336
 all 2394:2004132
 all 2395:2117617
 all 2396:2117451
 all 2397:2099348
 all 2398:2099183
 all 2399:2083528
 all 2400:2085948
 all 2401:2088440
 all 2402:2083078
 all 2403:2074200
 all 2404:2075315
 all 2405:2083223
 all 2406:2081998
 all 2407:2080820
 all 2408:2079410
 all 2409:2078158
 all 2410:2074287
 all 2411:2074060
 all 2412:2075321
 all 2413:2075458
 all 2414:2068805
 all 2415:2068495
 all 2416:2068791
 all 2417:2065881
 all 2418:2066004
 all 2419:2069119
 all 2420:2054086
 all 2421:2054241
 all 2422:2056393
 all 2423:2043517
 all 2424:2042055
 all 2425:2051081
 all 2426:2048942
 all 2427:2049064
 all 2428:2050022
 all 2429:2047169
 all 2430:2047424
 all 2431:2048808
 all 2432:2044774
 all 2433:2043966
 all 2434:2043964
 all 2435:2033167
 all 2436:2039080
 all 2437:2030500
 all 2438:2035852
 all 2439:2030510
 all 2440:2030456
 all 2441:2040674
 all 2442:2037187
 all 2443:2030505
 all 2444:2028769
 all 2445:2022742
 all 2446:2030256
 all 2447:2022785
 all 2448:2020225
 all 2449:2030253
 all 2450:2021810
 all 2451:2030168
 all 2452:2030184
 all 2453:2014593
 all 2454:2012812
 all 2455:2016681
 all 2456:2017169
 all 2457:2013945
 all 2458:2015720
 all 2459:2005066
 all 2460:2005219
 all 2461:2001224
 all 2462:2005372
 all 2463:2003938
 all 2464:1998674
 all 2465:2003781
 all 2466:2004030
 all 2467:2005468
 all 2468:2117451
 all 2469:2118712
 all 2470:2107117
 all 2471:2109401
 all 2472:2112210
 all 2473:2112252
 all 2474:2108246
 all 2475:2098949
 all 2476:2099480
 all 2477:2092244
 all 2478:2092200
 all 2479:2092233
 all 2480:2092202
 all 2481:2085781
 all 2482:2083485
 all 2483:2084940
 all 2484:2085815
 all 2485:2085857
 all 2486:2084208
 all 2487:2083274
 all 2488:2077978
 all 2489:2080584
 all 2490:2080623
 all 2491:2078009
 all 2492:2079353
 all 2493:2080609
 all 2494:2077958
 all 2495:2080595
 all 2496:2082980
 all 2497:2080356
 all 2498:2080638
 all 2499:2079096
 all 2500:2079564
 all 2501:2073859
 all 2502:2075941
 all 2503:2073940
 all 2504:2077794
 all 2505:2074128
 all 2506:2074391
 all 2507:2075364
 all 2508:2067453
 all 2509:2069781
 all 2510:2071235
 all 2511:2070473
 all 2512:2067405
 all 2513:2071059
 all 2514:2070805
 all 2515:2068698
 all 2516:2067450
 all 2517:2067419
 all 2518:2071153
 all 2519:2071145
 all 2520:2064549
 all 2521:2063350
 all 2522:2066586
 all 2523:2064795
 all 2524:2064559
 all 2525:2066007
 all 2526:2064539
 all 2527:2065810
 all 2528:2062676
 all 2529:2059482
 all 2530:2059419
 all 2531:2059220
 all 2532:2055223
 all 2533:2055386
 all 2534:2053317
 all 2535:2053022
 all 2536:2055279
 all 2537:2055493
 all 2538:2046910
 all 2539:2049287
 all 2540:2049731
 all 2541:2044663
 all 2542:2044723
 all 2543:2044502
 all 2544:2038876
 all 2545:2037423
 all 2546:2037100
 all 2547:2033043
 all 2548:2033093
 all 2549:2034183
 all 2550:2032947
 all 2551:2027589
 all 2552:2027587
 all 2553:2027612
 all 2554:2028183
 all 2555:2023645
 all 2556:2022434
 all 2557:2022518
 all 2558:2022320
 all 2559:2015890
 all 2560:2015819
 all 2561:2015892
 all 2562:2018239
 all 2563:2018304
 all 2564:2016487
 all 2565:2015835
 all 2566:2015211
 all 2567:2013396
 all 2568:2011846
 all 2569:2009308
 all 2570:2011762
 all 2571:2011445
 all 2572:2004061
 all 2573:2006625
 all 2574:2005320
 all 2575:2006594
 all 2576:2007184
 all 2577:2005740
 all 2578:2003787
 all 2579:1998757
 all 2580:2000740
 all 2581:2001380
 all 2582:2001089
 all 2583:2001350
 all 2584:2112700
 all 2585:2117752
 all 2586:2095394
 all 2587:2097750
 all 2588:2083420
 all 2589:2091198
 all 2590:2067635
 all 2591:2067513
 all 2592:2056738
 all 2593:2051495
 all 2594:2034238
 all 2595:2035496
 all 2596:2022321
 all 2597:2025121
 all 2598:2009070
 all 2599:2009214
 all 2600:2117295
 all 2601:2117210
 all 2602:2104143
 all 2603:2104088
 all 2604:2088348
 all 2605:2085491
 all 2606:2072581
 all 2607:2065727
 all 2608:2056506
 all 2609:2057770
 all 2610:2035661
 all 2611:2035678
 all 2612:2027546
 all 2613:2024909
 all 2614:2006561
 all 2615:2006424
 all 2616:2114430
 all 2617:2119762
 all 2618:2098840
 all 2619:2098878
 all 2620:2083855
 all 2621:2082641
 all 2622:2065723
 all 2623:2071443
 all 2624:2058061
 all 2625:2053826
 all 2626:2059178
 all 2627:2056432
 all 2628:2053997
 all 2629:2059688
 all 2630:2049378
 all 2631:2049076
 all 2632:2046803
 all 2633:2035410
 all 2634:2033007
 all 2635:2037150
 all 2636:2023958
 all 2637:2023118
 all 2638:2027593
 all 2639:2014480
 all 2640:2014298
 all 2641:2009300
 all 2642:1999695
 all 2643:2003786
 all 2644:2006477
 all 2645:2117253
 all 2646:2117445
 all 2647:2122822
 all 2648:2103008
 all 2649:2104716
 all 2650:2114980
 all 2651:2100312
 all 2652:2090977
 all 2653:2086394
 all 2654:2089246
 all 2655:2088711
 all 2656:2082907
 all 2657:2075264
 all 2658:2080550
 all 2659:2078212
 all 2660:2066447
 all 2661:2069355
 all 2662:2068235
 all 2663:2064708
 all 2664:2059151
 all 2665:2054226
 all 2666:2053473
 all 2667:2059401
 all 2668:2059449
 all 2669:2059580
 all 2670:2059730
 all 2671:2046158
 all 2672:2044973
 all 2673:2046330
 all 2674:2046355
 all 2675:2032953
 all 2676:2033289
 all 2677:2033335
 all 2678:2030956
 all 2679:2026916
 all 2680:2027010
 all 2681:2022289
 all 2682:2023325
 all 2683:2019780
 all 2684:2023003
 all 2685:2019975
 all 2686:2025069
 all 2687:2022460
 all 2688:2025085
 all 2689:2022365
 all 2690:2022457
 all 2691:2022721
 all 2692:2012042
 all 2693:2015016
 all 2694:2018271
 all 2695:2014517
 all 2696:2006530
 all 2697:1998747
 all 2698:2006557
 all 2699:1998776
 all 2700:2004129
 all 2701:2001441
 all 2702:1998940
 all 2703:1838540
 all 2704:1836944
 all 2705:1837226
 all 2706:1825887
 all 2707:1826297
 all 2708:1829261
 all 2709:1815385
 all 2710:1815543
 all 2711:1815868
 all 2712:1804929
 all 2713:1805148
 all 2714:1805368
 all 2715:1794586
 all 2716:1794746
 all 2717:1794726
 all 2718:1783941
 all 2719:1783959
 all 2720:1784420
 all 2721:1778552
 all 2722:1773634
 all 2723:1773688
 all 2724:1762912
 all 2725:1765276
 all 2726:1765306
 all 2727:1762390
 all 2728:1758858
 all 2729:1765900
 all 2730:1749603
 all 2731:1747708
 all 2732:1754128
 all 2733:1736789
 all 2734:1739577
 all 2735:1730392
 all 2736:1723496
 all 2737:1704811
 all 2738:1700334
 all 2739:1690352
 all 2740:1690250
 all 2741:1674727
 all 2742:1677724
 all 2743:1667455
 all 2744:1662784
 all 2745:1838268
 all 2746:1839998
 all 2747:1840555
 all 2748:1835451
 all 2749:1836007
 all 2750:1839759
 all 2751:1841500
 all 2752:1837189
 all 2753:1835593
 all 2754:1829415
 all 2755:1829968
 all 2756:1824574
 all 2757:1822020
 all 2758:1830111
 all 2759:1829158
 all 2760:1817801
 all 2761:1819616
 all 2762:1816251
 all 2763:1811188
 all 2764:1816886
 all 2765:1817054
 all 2766:1805706
 all 2767:1809600
 all 2768:1806152
 all 2769:1795147
 all 2770:1800795
 all 2771:1793429
 all 2772:1781582
 all 2773:1784669
 all 2774:1784488
 all 2775:1779548
 all 2776:1785282
 all 2777:1785035
 all 2778:1782084
 all 2779:1782397
 all 2780:1785473
 all 2781:1774106
 all 2782:1779127
 all 2783:1778954
 all 2784:1773994
 all 2785:1776632
 all 2786:1768689
 all 2787:1771162
 all 2788:1772533
 all 2789:1773710
 all 2790:1768988
 all 2791:1776961
 all 2792:1776950
 all 2793:1770495
 all 2794:1773898
 all 2795:1773435
 all 2796:1770636
 all 2797:1772147
 all 2798:1770641
 all 2799:1772708
 all 2800:1770727
 all 2801:1775567
 all 2802:1777611
 all 2803:1771052
 all 2804:1772328
 all 2805:1771185
 all 2806:1773907
 all 2807:1771550
 all 2808:1766026
 all 2809:1768643
 all 2810:1762153
 all 2811:1762369
 all 2812:1767200
 all 2813:1765619
 all 2814:1760770
 all 2815:1761394
 all 2816:1768626
 all 2817:1766122
 all 2818:1761545
 all 2819:1762346
 all 2820:1753122
 all 2821:1754379
 all 2822:1747812
 all 2823:1748144
 all 2824:1753606
 all 2825:1756812
 all 2826:1737575
 all 2827:1737862
 all 2828:1725677
 all 2829:1729692
 all 2830:1700586
 all 2831:1700855
 all 2832:1691253
 all 2833:1695376
 all 2834:1673898
 all 2835:1676831
 all 2836:1664407
 all 2837:1662222
 all 2838:1807025
 all 2839:1807241
 all 2840:1807742
 all 2841:1796099
 all 2842:1794024
 all 2843:1797196
 all 2844:1785796
 all 2845:1786135
 all 2846:1786534
 all 2847:1777746
 all 2848:1771419
 all 2849:1772803
 all 2850:1764833
 all 2851:1765526
 all 2852:1764333
 all 2853:1754247
 all 2854:1754491
 all 2855:1754546
 all 2856:1743442
 all 2857:1743897
 all 2858:1744239
 all 2859:1735595
 all 2860:1733084
 all 2861:1733195
 all 2862:1722472
 all 2863:1727565
 all 2864:1722680
 all 2865:1706459
 all 2866:1711705
 all 2867:1695600
 all 2868:1696039
 all 2869:1776076
 all 2870:1779238
 all 2871:1776480
 all 2872:1771187
 all 2873:1776144
 all 2874:1779520
 all 2875:1776453
 all 2876:1776651
 all 2877:1781798
 all 2878:1762020
 all 2879:1763218
 all 2880:1768246
 all 2881:1754818
 all 2882:1755230
 all 2883:1755251
 all 2884:1744268
 all 2885:1744229
 all 2886:1744441
 all 2887:1733381
 all 2888:1733620
 all 2889:1734105
 all 2890:1722764
 all 2891:1723310
 all 2892:1723509
 all 2893:1707161
 all 2894:1712711
