  inode  jnode                  timau               result
  11738  11635                .926131               .926131 
  11738  23936                 .78846                .78846 
  11739  11539                   2.04                  2.04 
  11739  11732                .795106               .795106 
  11740  11631               2.234149              2.234149 
  11741  11660                .722918               .722918 
  11741  11725                .704639               .704639 
  11741  11826               1.702347              1.702347 
  11742   3486                   2.88                  2.88 
  11742   8450               1.190774              1.190774 
  11742  11499               2.473157              2.473157 
  11742  11736               1.786309              1.786309 
  11742  11748                 .80327                .80327 
  11743  11707                .549154               .549154 
  11743  11745               2.621433              2.621433 
  11743  15866                .986998               .986998 
  11744  11544               1.568928              1.568928 
  11744  11732               2.094949              2.094949 
  11744  11753               2.444052              2.444052 
  11744  12006               2.698765              2.698765 
  11745  11743               2.749433              2.749433 
  11745  15866               3.205433              3.205433 
  11745  19669               2.357433              2.357433 
  11746  11712               1.094874              1.094874 
  11746  22314                .583978               .583978 
  11747  11782                .316579               .316579 
  11748  11595               1.442582              1.442582 
  11748  11742                .805512               .805512 
  11748  11771               2.226362              2.226362 
  11748  12118               2.073032              2.073032 
  11749  23973                .169954               .169954 
  11750  11773                .182949               .182949 
  11751  15724               1.941433              1.941433 
  11751  19669               1.281433              1.281433 
  11751  19670                .729433               .729433 
  11752   3154                   2.88                  2.88 
  11752  15724               3.107792              3.107792 
  11752  19670               2.345589              2.345589 
  11752  19671                 .41158                .41158 
  11753   1552                   2.64                  2.64 
  11753  11553               1.876506              1.876506 
  11753  11744               2.851514              2.851514 
  11753  11761               1.550418              1.550418 
  11753  11864                .953228               .953228 
  11754  11740                .572046               .572046 
  11755  23549                .423191               .423191 
  11756  11794                .929428               .929428 
  11756  11882                .305018               .305018 
  11757  11717               1.243727              1.243727 
  11757  11780                .580974               .580974 
  11757  16985                1.60061               1.60061 
  11758  11349               2.894158              2.894158 
  11758  11706               2.323487              2.323487 
  11758  17126                 .77705                .77705 
  11759  11566               1.704522              1.704522 
  11759  11760               1.472709              1.472709 
  11759  11768                1.68121               1.68121 
  11759  11884               1.135432              1.135432 
  11760  11759               1.448906              1.448906 
  11760  11761                .491622               .491622 
  11760  11874               1.142624              1.142624 
  11761  11554               2.153673              2.153673 
  11761  11753               1.837545              1.837545 
  11761  11760                  .7377                 .7377 
  11762  11754                     .1                    .1 
  11763   8379                .264919               .264919 
  11763  11823                 .78188                .78188 
  11763  16797                .812307               .812307 
  11764  11951               3.989544              3.989544 
  11765   2559                    .87                   .87 
  11765  11721                .616111               .616111 
  11765  11762                .160333               .160333 
  11765  11989               1.433587              1.433587 
  11766  11454                2.22812               2.22812 
  11766  11727               1.834824              1.834824 
  11766  11790               1.132532              1.132532 
  11766  12216               2.426945              2.426945 
  11767   1570                   3.09                  3.09 
  11767  11634                  1.499                 1.499 
  11767  11768               2.506381              2.506381 
  11767  11774               1.398957              1.398957 
  11768  11575               1.374274              1.374274 
  11768  11759               1.906792              1.906792 
  11768  11767               1.640388              1.640388 
  11768  11894               1.223106              1.223106 
  11769   1305                    .96                   .96 
  11769  11665               1.582026              1.582026 
  11769  11772                1.34743               1.34743 
  11769  11895               1.183144              1.183144 
  11770  11662               1.748904              1.748904 
  11770  11720               1.523999              1.523999 
  11770  11796               1.599551              1.599551 
  11770  11801                 .28952                .28952 
  11771  11600                2.00541               2.00541 
  11771  11748               2.715777              2.715777 
  11771  11806               1.723999              1.723999 
  11771  12114               1.474421              1.474421 
  11772   1363                   1.47                  1.47 
  11772  11674               1.329521              1.329521 
  11772  11769               1.733221              1.733221 
  11772  11776                1.33193               1.33193 
  11773  11849                 2.4217                2.4217 
  11773  20226                .335565               .335565 
  11774  11634               1.259219              1.259219 
  11774  11767               1.195991              1.195991 
  11774  11779               1.060831              1.060831 
  11774  11908               1.331852              1.331852 
  11775  11707                .825557               .825557 
  11775  19674                .382663               .382663 
  11775  19676               4.192404              4.192404 
  11776  11676                1.19319               1.19319 
  11776  11772               1.390684              1.390684 
  11776  11784               2.165688              2.165688 
  11776  11909               1.400261              1.400261 
  11777  11740                .685398               .685398 
  11777  11765                .496194               .496194 
  11778  11616               1.355583              1.355583 
  11778  11779               1.413779              1.413779 
  11778  11783                1.12944               1.12944 
  11778  12099               1.920112              1.920112 
  11779  11774               1.075256              1.075256 
  11779  11778               1.306432              1.306432 
  11779  20015               1.311739              1.311739 
  11780   1011                     .6                    .6 
  11780  11757                .563299               .563299 
  11780  11788                .465976               .465976 
  11780  11831               1.000286              1.000286 
  11781   5042                .932036               .932036 
  11781  11786               7.301388              7.301388 
  11781  15873               4.094115              4.094115 
  11781  19675               3.401944              3.401944 
  11782  11785                .720055               .720055 
  11782  20322                .659596               .659596 
  11783   2869                   2.97                  2.97 
  11783  11778               1.717957              1.717957 
  11783  11787               1.805532              1.805532 
  11783  11935                 .82605                .82605 
  11784   1375                   1.53                  1.53 
  11784  11685                1.21434               1.21434 
  11784  11776               2.306908              2.306908 
  11784  11792               1.093261              1.093261 
  11784  11924                1.35158               1.35158 
  11785  11793                   .072                  .072 
  11786   5041               1.504623              1.504623 
  11786  11781               7.302848              7.302848 
  11786  19679               1.958712              1.958712 
  11787  11783               2.248294              2.248294 
  11787  11791                .964297               .964297 
  11787  11934               1.498586              1.498586 
  11788  11757                .694241               .694241 
  11788  11796                1.15327               1.15327 
  11789   2481                    2.1                   2.1 
  11789  11689                .857012               .857012 
  11789  11797               1.448506              1.448506 
  11789  11827                .955622               .955622 
  11789  12085               2.441812              2.441812 
  11790   3502                   2.88                  2.88 
  11790  11453               2.370732              2.370732 
  11790  11766               1.087902              1.087902 
  11790  11836               1.739703              1.739703 
  11790  12215               3.308579              3.308579 
  11791  11615               2.666038              2.666038 
  11791  11787                .652009               .652009 
  11791  11798               3.926314              3.926314 
  11791  11938               1.266945              1.266945 
  11792   1384                   1.62                  1.62 
  11792  11693               1.290426              1.290426 
  11792  11784               1.292291              1.292291 
  11792  11799               2.023423              2.023423 
  11792  11923                1.54218               1.54218 
  11793  20323                   .144                  .144 
  11794    126                    .96                   .96 
  11794  11808                .400018               .400018 
  11794  11892                .443209               .443209 
  11794  22320               1.211356              1.211356 
  11795   1039                    .99                   .99 
  11795  11713               1.120548              1.120548 
  11795  11818               1.842409              1.842409 
  11795  16988                .688462               .688462 
  11795  17491               1.099636              1.099636 
  11796   1010                    .99                   .99 
  11796  11662               1.871216              1.871216 
  11796  11770                1.34531               1.34531 
  11796  11788               1.002611              1.002611 
  11796  11831               1.442023              1.442023 
  11796  11929               1.273773              1.273773 
  11797   2490                    1.2                   1.2 
  11797  11726               1.189522              1.189522 
  11797  11789               1.752132              1.752132 
  11797  17454                .186041               .186041 
  11798   2878                   2.88                  2.88 
  11798  11691                .657555               .657555 
  11798  11791               3.840851              3.840851 
  11798  11812               2.400189              2.400189 
  11798  19847                .759076               .759076 
  11799  11697               1.239197              1.239197 
  11799  11792               2.012124              2.012124 
  11799  11939               1.344721              1.344721 
  11799  16989                .634988               .634988 
  11800  12038               1.445545              1.445545 
  11800  16989                .866369               .866369 
  11800  20324                .440371               .440371 
  11801  11770                .822964               .822964 
  11801  11917               2.709992              2.709992 
  11801  12026               1.900489              1.900489 
  11802  11573                2.26917               2.26917 
  11802  11825               3.431195              3.431195 
  11802  12071               1.969969              1.969969 
  11803  11817               5.600387              5.600387 
  11803  19351               2.216103              2.216103 
  11803  19685               4.405474              4.405474 
  11804   1402                   1.35                  1.35 
  11804  11701                .980393               .980393 
  11804  11813               1.108208              1.108208 
  11804  20324                 .93779                .93779 
  11805  11668               1.203995              1.203995 
  11805  11824               1.881094              1.881094 
  11805  11840               1.345558              1.345558 
  11805  11897                .898398               .898398 
  11806  11594                2.12431               2.12431 
  11806  11771               1.933986              1.933986 
  11806  11841                .985079               .985079 
  11806  12029               1.384434              1.384434 
  11807  11821               3.394045              3.394045 
  11807  19352               2.715564              2.715564 
  11807  19686               3.819753              3.819753 
  11808  11889                  .2704                 .2704 
  11809  11755               1.075179              1.075179 
  11809  21652               1.190908              1.190908 
  11810  11811                .228228               .228228 
  11810  11815               1.000715              1.000715 
  11810  11907               2.112457              2.112457 
  11811   1192                   2.46                  2.46 
  11811  11810                .218896               .218896 
  11811  11913               1.384363              1.384363 
  11811  16990               1.092757              1.092757 
  11812   2881                   3.06                  3.06 
  11812  11700                .852632               .852632 
  11812  11798               2.800754              2.800754 
  11812  11829               1.987749              1.987749 
  11812  12025                1.97316               1.97316 
  11813   1408                   1.71                  1.71 
  11813  11709               1.127331              1.127331 
  11813  11804               1.224716              1.224716 
  11813  11955               1.408252              1.408252 
  11814   1200                   1.41                  1.41 
  11814  11815               1.160974              1.160974 
  11814  11822               1.325829              1.325829 
  11814  11911               1.243068              1.243068 
  11815  11611               1.718437              1.718437 
  11815  11810                 .28998                .28998 
  11815  11814                .610646               .610646 
  11815  11912               1.318113              1.318113 
  11816  11540               3.160661              3.160661 
  11816  11855                .443345               .443345 
  11816  11943               2.016946              2.016946 
  11816  16990                .402984               .402984 
  11817  11803               5.602006              5.602006 
  11817  11821                .276788               .276788 
  11817  19686               4.913016              4.913016 
  11818   1054                    .75                   .75 
  11818  11710                .685791               .685791 
  11818  11795               1.672432              1.672432 
  11818  11858                .796222               .796222 
  11818  11977                 1.3025                1.3025 
  11819  11576               2.231793              2.231793 
  11819  11952                .916595               .916595 
  11820  11828                   .072                  .072 
  11821  11807               3.394045              3.394045 
  11821  11817                .451883               .451883 
  11821  19533               3.169552              3.169552 
  11822   1205                   1.17                  1.17 
  11822  11610               2.142607              2.142607 
  11822  11814                .939075               .939075 
  11822  11830               1.236016              1.236016 
  11822  11916               1.171251              1.171251 
  11823  11763                .730729               .730729 
  11823  11948               1.062728              1.062728 
  11823  11973               1.962291              1.962291 
  11824   2578                   2.64                  2.64 
  11824  11663               1.330685              1.330685 
  11824  11805               1.980128              1.980128 
  11824  11825                .263326               .263326 
  11824  11904                .799545               .799545 
  11825  11669               1.500249              1.500249 
  11825  11802               3.249269              3.249269 
  11825  11824                .754441               .754441 
  11826   2491                    1.2                   1.2 
  11826  11741               1.037197              1.037197 
  11826  17454                .804604               .804604 
  11826  17460                .757999               .757999 
  11826  18235                .876588               .876588 
  11827  11683               1.621644              1.621644 
  11827  11789               2.793728              2.793728 
  11827  11860               1.698918              1.698918 
  11827  12086               1.908683              1.908683 
  11828  11832                .528001               .528001 
  11829  11708                .956643               .956643 
  11829  11812               1.974799              1.974799 
  11829  11883                .652141               .652141 
  11830   1199                   1.38                  1.38 
  11830  11672               1.955202              1.955202 
  11830  11822               1.570739              1.570739 
  11830  11835                 .94376                .94376 
  11830  11926               1.127045              1.127045 
  11831  11780                .906826               .906826 
  11831  11796               1.348502              1.348502 
  11831  11839                .433835               .433835 
  11831  23997                .490602               .490602 
  11832  20313                .252999               .252999 
  11833  11636               2.172009              2.172009 
  11833  11845                .779754               .779754 
  11833  11846                .924316               .924316 
  11834   1219                    1.2                   1.2 
  11834  11835                .888634               .888634 
  11834  23268                .382353               .382353 
  11834  23279                .447378               .447378 
  11834  23283                   .384                  .384 
  11835   1220                   1.38                  1.38 
  11835  11688                1.81566               1.81566 
  11835  11830               1.098042              1.098042 
  11835  11834                .842548               .842548 
  11836  11452               2.604535              2.604535 
  11836  11790               1.792299              1.792299 
  11836  11854               2.395242              2.395242 
  11836  12203               1.991061              1.991061 
  11837   1251                   2.46                  2.46 
  11837  11630               2.399415              2.399415 
  11837  11838               3.271234              3.271234 
  11837  11846               1.659271              1.659271 
  11837  12001               1.251855              1.251855 
  11838   1231                    .87                   .87 
  11838  11837               2.172574              2.172574 
  11838  17354               1.188698              1.188698 
  11838  17363               1.109541              1.109541 
  11838  17419                .934967               .934967 
  11839  11733               1.368619              1.368619 
  11839  11831                .661251               .661251 
  11839  11868                .962736               .962736 
  11840    955                   2.13                  2.13 
  11840  11805               1.487868              1.487868 
  11840  11852               1.815925              1.815925 
  11840  12164               2.302762              2.302762 
  11841  11588               2.026452              2.026452 
  11841  11806                .994142               .994142 
  11841  11888               1.585477              1.585477 
  11841  11990               1.041731              1.041731 
  11842   3562                   4.05                  4.05 
  11842  11424               3.233717              3.233717 
  11842  19256               1.882097              1.882097 
  11842  22437               3.960625              3.960625 
  11843  20303                .470408               .470408 
  11844   1273                    1.5                   1.5 
  11844  11845                .877451               .877451 
  11844  11848               1.042012              1.042012 
  11844  11958                .623061               .623061 
  11845   1252                   1.17                  1.17 
  11845  11833                .703446               .703446 
  11845  11844                .842672               .842672 
  11845  11846                .514992               .514992 
  11845  12160               2.798657              2.798657 
  11846  11833                .811996               .811996 
  11846  11837               1.425465              1.425465 
  11846  11845                 .57393                .57393 
  11846  12001               1.417439              1.417439 
  11847  11832                .545269               .545269 
  11847  20325               1.105767              1.105767 
  11848  11844               1.181807              1.181807 
  11848  20220                 .17647                .17647 
  11848  20222                .375066               .375066 
  11849  11850                .483989               .483989 
  11849  20223                .503007               .503007 
  11849  20227                .344341               .344341 
  11850   1271                    .96                   .96 
  11850  11737               1.784913              1.784913 
  11850  11849                .337014               .337014 
  11850  11851                .970798               .970798 
  11851  11643               2.102176              2.102176 
  11851  11850                 .96535                .96535 
  11851  11859               1.221101              1.221101 
  11851  11910                .474696               .474696 
  11852  11667               1.291838              1.291838 
  11852  11840                .975049               .975049 
  11852  11869               1.789063              1.789063 
  11852  12213               2.332716              2.332716 
  11853   2529                    1.5                   1.5 
  11853  11677               1.698754              1.698754 
  11853  11898               1.607825              1.607825 
  11853  11960                 .67863                .67863 
  11853  23306               2.729416              2.729416 
  11854   3505                   2.91                  2.91 
  11854   8290               2.665509              2.665509 
  11854  11836               2.458217              2.458217 
  11854  11862               1.301872              1.301872 
  11854  19270               2.083275              2.083275 
  11855  11816                .606152               .606152 
  11855  21663                .454939               .454939 
  11856  12002               1.287523              1.287523 
  11856  12208               2.751537              2.751537 
  11856  23997                .430999               .430999 
  11857  15496               1.469587              1.469587 
  11857  15725               1.562694              1.562694 
  11857  19780                 .73177                .73177 
  11858  11818                .870294               .870294 
  11858  18055                  .4955                 .4955 
  11858  18068                .837563               .837563 
  11858  18074                .383785               .383785 
  11859  11646               2.778466              2.778466 
  11859  11851               1.583917              1.583917 
  11859  11867               1.459642              1.459642 
  11859  11925                .600533               .600533 
  11860   2477                   2.25                  2.25 
  11860  11679               1.876182              1.876182 
  11860  11827               1.625835              1.625835 
  11860  11865                .528757               .528757 
  11860  12087               1.303227              1.303227 
  11861  11648                .653257               .653257 
  11861  11979               1.677313              1.677313 
  11862  11433               2.983812              2.983812 
  11862  11854               1.653245              1.653245 
  11862  11962               1.733809              1.733809 
  11862  19268               1.547705              1.547705 
  11863  15810                .498854               .498854 
  11863  19628                .689165               .689165 
  11863  19785               1.087086              1.087086 
  11864  11753               1.093315              1.093315 
  11864  11874               2.493426              2.493426 
  11864  12198               2.504284              2.504284 
  11865  11679               1.843478              1.843478 
  11865  11860                .801987               .801987 
  11865  11880                1.88062               1.88062 
  11866  21632                .719176               .719176 
  11867  11650               2.223385              2.223385 
  11867  11859               1.230737              1.230737 
  11867  11961                .413827               .413827 
  11867  11987                2.72161               2.72161 
  11868  11704               2.201745              2.201745 
  11868  11839                .872634               .872634 
  11868  11928               1.719573              1.719573 
  11868  11978               1.051126              1.051126 
  11869    961                   1.86                  1.86 
  11869  11852               1.954438              1.954438 
  11869  11896               1.600375              1.600375 
  11869  12218               2.178922              2.178922 
  11870  11579               2.184883              2.184883 
  11870  11974               2.059423              2.059423 
  11870  11999                .709024               .709024 
  11870  17126                .737169               .737169 
  11871  19632                1.47533               1.47533 
  11871  19785               2.338539              2.338539 
  11871  19801               1.326714              1.326714 
  11872  15721               2.111876              2.111876 
  11872  19645               1.110083              1.110083 
  11872  19801               1.493623              1.493623 
  11873   2884                   2.52                  2.52 
  11873  11652               1.453354              1.453354 
  11873  11879               1.415396              1.415396 
  11873  11883               1.570231              1.570231 
  11873  12179                1.53977               1.53977 
  11874  11760               1.035997              1.035997 
  11874  11864               2.259747              2.259747 
  11874  11884               1.467092              1.467092 
  11874  12191               1.854029              1.854029 
  11875  11656               2.051073              2.051073 
  11875  11881               1.460543              1.460543 
  11875  11987                1.17464               1.17464 
  11876  15703               2.329551              2.329551 
  11876  19657                .716785               .716785 
  11876  19807                 3.2454                3.2454 
  11877  18294                .317243               .317243 
  11878   2887                   2.55                  2.55 
  11878  11657               1.474397              1.474397 
  11878  11879               1.428768              1.428768 
  11878  11890               1.389062              1.389062 
  11878  12190               1.353918              1.353918 
  11879  11654                1.39307               1.39307 
  11879  11873               1.290165              1.290165 
  11879  11878                1.40017               1.40017 
  11879  12183               1.522686              1.522686 
  11880  11586               2.416591              2.416591 
  11880  11865               1.639687              1.639687 
  11880  11885                .808874               .808874 
  11880  12246               2.288235              2.288235 
  11881   1308                   1.38                  1.38 
  11881  11875               1.861505              1.861505 
  11881  11895               1.933309              1.933309 
  11881  12007                1.44288               1.44288 
  11882  11808                .126214               .126214 
  11883  11829                .640031               .640031 
  11883  11873               1.344294              1.344294 
  11883  12025               1.540864              1.540864 
  11883  12141               1.231301              1.231301 
  11884   1561                   2.34                  2.34 
  11884  11759               1.047664              1.047664 
  11884  11874               1.508068              1.508068 
  11884  11894               1.634639              1.634639 
  11884  12032               1.089583              1.089583 
  11885  11880               1.058198              1.058198 
  11885  11886                .460832               .460832 
  11885  12247               2.636333              2.636333 
  11886  11587               3.134733              3.134733 
  11886  11885                 .48191                .48191 
  11886  11887                .487604               .487604 
  11887  11886                .509015               .509015 
  11887  11888                 .41044                .41044 
  11887  12248               2.510135              2.510135 
  11888  11841               1.588096              1.588096 
  11888  11887                .230884               .230884 
  11888  11990               1.642233              1.642233 
  11889  21648                .098843               .098843 
  11890  11659               1.403357              1.403357 
  11890  11878               1.412925              1.412925 
  11890  11893               1.234869              1.234869 
  11890  12197               1.230541              1.230541 
  11891  11437               5.021683              5.021683 
  11892  11794                .311608               .311608 
  11892  11882                    .44                   .44 
  11892  21652                .447177               .447177 
  11893   2890                   3.15                  3.15 
  11893  11661               1.434493              1.434493 
  11893  11890                1.41533               1.41533 
  11893  11901               1.233039              1.233039 
  11893  12205               1.544652              1.544652 
  11894  11768               1.076652              1.076652 
  11894  11884               1.782807              1.782807 
  11894  11908                2.31703               2.31703 
  11894  12047               1.125296              1.125296 
  11895  11769               1.362819              1.362819 
  11895  11881               1.676808              1.676808 
  11895  11902               1.263935              1.263935 
  11895  12056               1.414239              1.414239 
  11896    967                   1.26                  1.26 
  11896  11869               1.599537              1.599537 
  11896  11918               1.312174              1.312174 
  11896  12212               2.109034              2.109034 
  11897  11805               1.123208              1.123208 
  11897  11930               1.159496              1.159496 
  11897  11966                .541122               .541122 
  11898   2532                    1.2                   1.2 
  11898  11706               1.593042              1.593042 
  11898  11853               1.406277              1.406277 
  11898  12140               1.859218              1.859218 
  11898  24077               3.351601              3.351601 
  11899  11877                    .04                   .04 
  11900  11671               1.427486              1.427486 
  11900  11901               1.738006              1.738006 
  11900  11915               1.816504              1.816504 
  11900  12229               1.536327              1.536327 
  11901  11664               1.107169              1.107169 
  11901  11893               1.252882              1.252882 
  11901  11900               1.536624              1.536624 
  11901  12217               1.536211              1.536211 
  11902   1367                   1.23                  1.23 
  11902   8381                .431998               .431998 
  11902  11895               1.263044              1.263044 
  11902  12055               1.580937              1.580937 
  11903  19875               1.448594              1.448594 
  11904  11824               1.051311              1.051311 
  11904  11951                .545913               .545913 
  11904  20722                 .34509                .34509 
  11905  11897                .192118               .192118 
  11906  11809                .840057               .840057 
  11906  21644                .400658               .400658 
  11907   1195                    .96                   .96 
  11907  11810               1.954559              1.954559 
  11907  11912                .472582               .472582 
  11907  11913                .666397               .666397 
  11907  12016                .796858               .796858 
  11908  11774                .987874               .987874 
  11908  11894               2.410984              2.410984 
  11908  12078               1.116386              1.116386 
  11909   1377                   1.59                  1.59 
  11909   8381               1.456344              1.456344 
  11909  11776               1.345052              1.345052 
  11909  11924               2.350172              2.350172 
  11909  12079               1.463791              1.463791 
  11910  11851                 .69064                .69064 
  11910  11925               1.412683              1.412683 
  11910  11957                .369606               .369606 
  11911  11814               1.377341              1.377341 
  11911  11912                 .45859                .45859 
  11911  11916               1.334646              1.334646 
  11911  12015                .896284               .896284 
  11912  11815               1.871318              1.871318 
  11912  11907                .677442               .677442 
  11912  11911                .455417               .455417 
  11912  12015               1.032948              1.032948 
  11913   1196                   1.59                  1.59 
  11913  11811               1.529371              1.529371 
  11913  11907                .951692               .951692 
  11913  12021                 .73047                .73047 
  11914  11675               1.396749              1.396749 
  11914  11915               1.407449              1.407449 
  11914  11922               1.381801              1.381801 
  11914  12555               2.497112              2.497112 
  11915   2893                   4.59                  4.59 
  11915  11670               1.159062              1.159062 
  11915  11900                1.55448               1.55448 
  11915  11914               1.389137              1.389137 
  11915  12256                1.22774               1.22774 
  11916   1203                   1.47                  1.47 
  11916  11822               1.392273              1.392273 
  11916  11911               1.143378              1.143378 
  11916  11926               1.805655              1.805655 
  11916  12020                .424445               .424445 
  11917   1004                   1.92                  1.92 
  11917  11720                2.08555               2.08555 
  11917  11801                2.99306               2.99306 
  11917  12033               1.869138              1.869138 
  11918  11896               1.251328              1.251328 
  11918  11948               1.271686              1.271686 
  11918  12028                 .58888                .58888 
  11918  16943                .463501               .463501 
  11919  11889                .343084               .343084 
  11919  11921                .586052               .586052 
  11920  18080                .177805               .177805 
  11921  11943                .722874               .722874 
  11921  23819               1.416026              1.416026 
  11922   2895                   4.35                  4.35 
  11922  11684               1.421754              1.421754 
  11922  11914               1.395046              1.395046 
  11922  11933               1.381707              1.381707 
  11922  12265               1.438614              1.438614 
  11923  11792               1.331299              1.331299 
  11923  11924                .596761               .596761 
  11923  11939               1.963025              1.963025 
  11923  11986               1.079461              1.079461 
  11924  11784               1.231423              1.231423 
  11924  11909               2.384516              2.384516 
  11924  11923                .515275               .515275 
  11924  11986                 .80579                .80579 
  11925  11859                .738474               .738474 
  11925  11910               1.561082              1.561082 
  11925  11956                .406515               .406515 
  11926   1204                   1.65                  1.65 
  11926  11830               1.518054              1.518054 
  11926  11916               2.023546              2.023546 
  11926  12142               1.433437              1.433437 
  11927  11903                .666562               .666562 
  11927  12018               1.075445              1.075445 
  11927  21664                .180028               .180028 
  11928  11868               1.105132              1.105132 
  11928  12133               1.510364              1.510364 
  11928  17359                 .59075                .59075 
  11928  17366               1.098388              1.098388 
  11929   1013                   1.35                  1.35 
  11929  11796                1.36589               1.36589 
  11929  12003               1.033718              1.033718 
  11929  20730                .862915               .862915 
  11930  12044               3.537788              3.537788 
  11931  11941               1.562301              1.562301 
  11931  11945               1.072239              1.072239 
  11931  12019                .706725               .706725 
  11931  23289               1.022934              1.022934 
  11932  11905                   .072                  .072 
  11933  11687               1.408452              1.408452 
  11933  11922               1.394329              1.394329 
  11933  11963                1.40336               1.40336 
  11933  12264               1.418644              1.418644 
  11934  11787               1.544633              1.544633 
  11934  11935               1.585753              1.585753 
  11934  11938               1.757433              1.757433 
  11935  11783                .892264               .892264 
  11935  11934               1.445433              1.445433 
  11935  12098                .942082               .942082 
  11936  11947               1.036544              1.036544 
  11936  21642                .682059               .682059 
  11937   5165               1.474305              1.474305 
  11937  13334               3.249433              3.249433 
  11937  15500               1.210397              1.210397 
  11938  11791               1.353082              1.353082 
  11938  11934               1.493433              1.493433 
  11938  12395               3.441044              3.441044 
  11939   1394                    1.2                   1.2 
  11939  11799               1.242489              1.242489 
  11939  11923                 2.0029                2.0029 
  11939  12111               1.397663              1.397663 
  11940  11966                .700715               .700715 
  11940  24011                .791788               .791788 
  11941   2501                   1.05                  1.05 
  11941  11931               1.699722              1.699722 
  11941  12106               1.177995              1.177995 
  11941  17121               1.253723              1.253723 
  11941  17460                .703096               .703096 
  11942  11936                .103487               .103487 
  11943  11816               1.747622              1.747622 
  11943  11995                .668768               .668768 
  11943  21656                .226785               .226785 
  11944  11952               1.768769              1.768769 
  11944  11989               1.986452              1.986452 
  11944  12034                .970083               .970083 
  11945   2508                   1.38                  1.38 
  11945  11931               1.289349              1.289349 
  11945  11972                1.05176               1.05176 
  11945  12074                .818788               .818788 
  11946  21657                 .37872                .37872 
  11946  21658                .426653               .426653 
  11947  11976                .088936               .088936 
  11948  11823               1.047362              1.047362 
  11948  11918               1.340023              1.340023 
  11948  11973               1.316699              1.316699 
  11949  11930               1.365788              1.365788 
  11949  12005               1.346116              1.346116 
  11950  11932                .935388               .935388 
  11950  11949                .393412               .393412 
  11951  11950                .545896               .545896 
  11952  11819                .901943               .901943 
  11952  11944               1.804136              1.804136 
  11952  11968                .685092               .685092 
  11953  11920                .550165               .550165 
  11953  21643                .177674               .177674 
  11954   3203                   2.88                  2.88 
  11954  11532               3.204848              3.204848 
  11954  19805              11.597434             11.597434 
  11954  20963               1.118134              1.118134 
  11955   1409                   2.01                  2.01 
  11955  11681               3.004291              3.004291 
  11955  11813                1.43594               1.43594 
  11955  11971               1.814346              1.814346 
  11955  12152               2.177625              2.177625 
  11956  11925                .406718               .406718 
  11956  11957               1.547977              1.547977 
  11956  11961               1.609228              1.609228 
  11956  12117               1.390351              1.390351 
  11957   1286                   1.08                  1.08 
  11957  11910                .308924               .308924 
  11957  11956               1.394589              1.394589 
  11957  11958               2.751718              2.751718 
  11957  12112               1.056824              1.056824 
  11958  11844                .788074               .788074 
  11958  11957               2.826426              2.826426 
  11958  12158               2.189103              2.189103 
  11959   2551                   1.41                  1.41 
  11959  11968               1.860074              1.860074 
  11959  11979               1.026957              1.026957 
  11959  12173               1.483857              1.483857 
  11960  11853               1.072672              1.072672 
  11960  11969               1.171552              1.171552 
