  inode  jnode                  timau               result
  15941  15940                .381657               .381657 
  15941  15989                .504927               .504927 
  15941  20912                .610068               .610068 
  15941  21850                .497522               .497522 
  15942  11198                2.16942               2.16942 
  15942  11201               3.279588              3.279588 
  15942  15939               1.258754              1.258754 
  15943  20831                .444598               .444598 
  15944  15901                .447228               .447228 
  15944  16116               1.701051              1.701051 
  15944  23895                .101261               .101261 
  15945  15823                .718057               .718057 
  15945  15951               1.282362              1.282362 
  15945  15980                  .4812                 .4812 
  15946  15975                .637318               .637318 
  15946  23106               2.251236              2.251236 
  15946  23112               1.175303              1.175303 
  15947  15943                .786865               .786865 
  15948  15918                .140002               .140002 
  15948  23896                .873454               .873454 
  15949  15864                .790012               .790012 
  15949  15960               1.286006              1.286006 
  15949  15997                .497603               .497603 
  15950  15848                .710689               .710689 
  15950  15949                1.28145               1.28145 
  15950  15983                .482835               .482835 
  15951  15837                .714901               .714901 
  15951  15950               1.279986              1.279986 
  15951  15984                .485404               .485404 
  15952    112                    .81                   .81 
  15952  15953                 .89213                .89213 
  15953  15924                .506969               .506969 
  15953  15952                .500012               .500012 
  15953  15954                1.00487               1.00487 
  15953  16012                .595604               .595604 
  15954     76                    .54                   .54 
  15954  15925                .527802               .527802 
  15954  15953               1.044523              1.044523 
  15954  15955                .674445               .674445 
  15955  15926                .527066               .527066 
  15955  15954                 .66547                .66547 
  15955  15956                .828335               .828335 
  15956  15909                 .46694                .46694 
  15956  15955                .866577               .866577 
  15956  15957                .787887               .787887 
  15957  15910                .502433               .502433 
  15957  15956                 .76123                .76123 
  15957  15992                .601929               .601929 
  15958  15928                  .4323                 .4323 
  15958  16032                .707892               .707892 
  15958  20836                .845144               .845144 
  15958  23897                .161309               .161309 
  15959  15972               1.241167              1.241167 
  15959  16010                .424168               .424168 
  15960  15856                .693684               .693684 
  15960  15996                .472746               .472746 
  15960  23541                 1.2406                1.2406 
  15961  11121               2.644447              2.644447 
  15961  12479               1.837795              1.837795 
  15961  12480               3.434581              3.434581 
  15961  15888               1.173127              1.173127 
  15962  11495                .793725               .793725 
  15962  11501               2.076333              2.076333 
  15962  11550                .398667               .398667 
  15963   2919                   1.71                  1.71 
  15963  15917               1.098401              1.098401 
  15963  15966                .655354               .655354 
  15963  16221               1.845412              1.845412 
  15964  15735               1.573506              1.573506 
  15964  15794                .791238               .791238 
  15964  16106               1.033773              1.033773 
  15965   3218                   2.88                  2.88 
  15965  10927                .910501               .910501 
  15965  11288               2.054713              2.054713 
  15965  12662               3.639355              3.639355 
  15965  12734               2.841083              2.841083 
  15966  15255               3.099306              3.099306 
  15966  15963                .650171               .650171 
  15966  16075               1.923365              1.923365 
  15966  16220               1.784677              1.784677 
  15967   1704                   1.71                  1.71 
  15967  15600               1.731593              1.731593 
  15967  15832               1.397561              1.397561 
  15967  16076                .786007               .786007 
  15968  15821                .667202               .667202 
  15968  15978                1.31274               1.31274 
  15968  16037                .668707               .668707 
  15968  20836                1.79071               1.79071 
  15969  15947               1.103146              1.103146 
  15970  11258               1.210143              1.210143 
  15970  11269                .954502               .954502 
  15970  12604               1.494908              1.494908 
  15971   3245                   2.67                  2.67 
  15971   5170               6.445132              6.445132 
  15971  12480                1.92927               1.92927 
  15971  15889               2.451009              2.451009 
  15972  15874                .684072               .684072 
  15972  16009                .431486               .431486 
  15973  15937                .439925               .439925 
  15973  16050                .816258               .816258 
  15973  23764                 .50012                .50012 
  15974  15887                .930083               .930083 
  15974  20018                .446162               .446162 
  15974  21268                .909729               .909729 
  15975  15428               1.861433              1.861433 
  15975  15946                .909372               .909372 
  15975  15993                .288212               .288212 
  15976  15589               2.834208              2.834208 
  15976  15590               1.751632              1.751632 
  15976  16143               1.057275              1.057275 
  15977  15833                .664246               .664246 
  15977  15978               1.304917              1.304917 
  15977  15982               1.332382              1.332382 
  15977  16019                .562419               .562419 
  15978  15834                .666787               .666787 
  15978  15968               1.354233              1.354233 
  15978  15977               1.292685              1.292685 
  15978  16030                  .5673                 .5673 
  15979  16151                 .91073                .91073 
  15980  15945                .484493               .484493 
  15980  15973               1.286573              1.286573 
  15980  16066                .859846               .859846 
  15981   1639                    1.5                   1.5 
  15981  15573               1.594252              1.594252 
  15981  15794               1.376799              1.376799 
  15981  16028                .482839               .482839 
  15981  16105               1.181784              1.181784 
  15982  15846                .654173               .654173 
  15982  15977               1.301023              1.301023 
  15982  16007               1.282211              1.282211 
  15982  16029               1.010988              1.010988 
  15983  15950                .478852               .478852 
  15983  15984               1.283879              1.283879 
  15983  16069                .864457               .864457 
  15984    453                   1.02                  1.02 
  15984  15951                .478598               .478598 
  15984  15980               1.286715              1.286715 
  15984  16065                 .81064                .81064 
  15985     31                   1.08                  1.08 
  15985  15898                .738675               .738675 
  15985  15986                .701534               .701534 
  15985  15999                .649777               .649777 
  15985  21281                .626116               .626116 
  15986  15985                .696099               .696099 
  15986  15987                .855383               .855383 
  15986  19225                .492336               .492336 
  15986  21279                  .7002                 .7002 
  15987  15986                .811605               .811605 
  15987  15988                .500391               .500391 
  15987  20044                .776724               .776724 
  15987  20920                .634659               .634659 
  15988  15940                .403675               .403675 
  15988  15987                .538651               .538651 
  15988  15989                .484093               .484093 
  15989  15941                .474339               .474339 
  15989  15988                .428494               .428494 
  15989  21854                .431061               .431061 
  15990   3079                   2.88                  2.88 
  15990  10961               2.309253              2.309253 
  15990  16013               2.447388              2.447388 
  15990  19494               5.113009              5.113009 
  15991      6                    .54                   .54 
  15991  15885                .823538               .823538 
  15991  16004                 .70664                .70664 
  15991  21274                .826954               .826954 
  15992     42                   1.02                  1.02 
  15992  15957                .554019               .554019 
  15992  15998                1.15254               1.15254 
  15992  16042                .456222               .456222 
  15992  23554                .576121               .576121 
  15993  15975                .282674               .282674 
  15993  16005                .841746               .841746 
  15993  23108                2.97229               2.97229 
  15994  16214               1.438546              1.438546 
  15995  15831                .201032               .201032 
  15995  15908                .814402               .814402 
  15996    548                   1.02                  1.02 
  15996  15960                .464303               .464303 
  15996  15997               1.292517              1.292517 
  15996  16077                .969778               .969778 
  15997  15949                .530524               .530524 
  15997  15983               1.284188              1.284188 
  15997  16078                .904489               .904489 
  15998  15914                .733342               .733342 
  15998  15992               1.135478              1.135478 
  15998  15999                .679756               .679756 
  15998  21282                 .63564                .63564 
  15999  15938                .629249               .629249 
  15999  15985                .697183               .697183 
  15999  15998                .712609               .712609 
  16000  16001                .444273               .444273 
  16000  16021                .511766               .511766 
  16000  20892                 .53592                .53592 
  16001     13                    .27                   .27 
  16001  16000                .437983               .437983 
  16001  16002                .482412               .482412 
  16001  20877                .521271               .521271 
  16002  16001                .450005               .450005 
  16002  16003                .478392               .478392 
  16002  16023                .559563               .559563 
  16003  15883                .773817               .773817 
  16003  16002                .430953               .430953 
  16003  16004                 .48604                .48604 
  16004  15991                .822691               .822691 
  16004  16003                .443235               .443235 
  16004  16025                .560884               .560884 
  16005  15450               1.328539              1.328539 
  16005  15993                .555403               .555403 
  16005  16262               2.036839              2.036839 
  16005  22961               1.948155              1.948155 
  16006  15420                2.36715               2.36715 
  16006  16007               1.286004              1.286004 
  16006  16014                 1.2959                1.2959 
  16007  15852                 .61912                .61912 
  16007  15982               1.327641              1.327641 
  16007  16006               1.107681              1.107681 
  16007  16036                .607966               .607966 
  16008  11673               4.003307              4.003307 
  16008  12810               3.395933              3.395933 
  16008  12845               3.931916              3.931916 
  16009  15972                .452483               .452483 
  16009  16010               1.205465              1.205465 
  16009  16080                 .62007                .62007 
  16010  16081                .623216               .623216 
  16010  23542                .040002               .040002 
  16011  15789                 .02122                .02122 
  16012  15953                .658705               .658705 
  16012  16053                .620573               .620573 
  16013  10950               1.105206              1.105206 
  16013  10970               1.936044              1.936044 
  16013  15990               2.271443              2.271443 
  16013  16016               2.893769              2.893769 
  16014  15544               1.873597              1.873597 
  16014  16006               1.115332              1.115332 
  16014  16045                .558815               .558815 
  16015  15835                2.00245               2.00245 
  16015  15969               2.217009              2.217009 
  16016  10945               1.051289              1.051289 
  16016  16013               2.894179              2.894179 
  16016  16020               1.467271              1.467271 
  16017  16052               2.432652              2.432652 
  16017  21291                .281396               .281396 
  16018   1624                   1.68                  1.68 
  16018  15442               2.486471              2.486471 
  16018  16094               1.028385              1.028385 
  16019  15977                .555719               .555719 
  16019  16029               1.327927              1.327927 
  16019  16030               1.355296              1.355296 
  16019  16133               1.187625              1.187625 
  16020   3082                   2.88                  2.88 
  16020  10883               2.464845              2.464845 
  16020  10901               1.346545              1.346545 
  16020  16016                 1.4672                1.4672 
  16020  19496               2.568454              2.568454 
  16021  16022                .391576               .391576 
  16021  16083                .627486               .627486 
  16022  16001                .556647               .556647 
  16022  16021                .366088               .366088 
  16022  16023                .549225               .549225 
  16023  16022                .471577               .471577 
  16023  16024               1.171175              1.171175 
  16023  16061                    .32                   .32 
  16024      7                    .75                   .75 
  16024  16003                .591704               .591704 
  16024  16023                .446305               .446305 
  16024  16025                .358749               .358749 
  16025  16024                .422766               .422766 
  16025  16055                 .61129                .61129 
  16026   2960                   2.88                  2.88 
  16026  12734               3.997013              3.997013 
  16026  12909                .963924               .963924 
  16026  12911               1.053491              1.053491 
  16026  13152               1.457518              1.457518 
  16027   8020                .265023               .265023 
  16027  10769               2.885433              2.885433 
  16027  10790                .421433               .421433 
  16028  15981                .632949               .632949 
  16028  16068                .529381               .529381 
  16028  16112                .970745               .970745 
  16029  15982                .905504               .905504 
  16029  16019                1.34794               1.34794 
  16029  16036               1.168964              1.168964 
  16029  16136               1.413117              1.413117 
  16030    674                    1.2                   1.2 
  16030  15978                .564102               .564102 
  16030  16019               1.331234              1.331234 
  16030  16037               1.423202              1.423202 
  16030  16134               1.077736              1.077736 
  16031    656                   1.17                  1.17 
  16031  15969                .644091               .644091 
  16031  16032               1.282329              1.282329 
  16031  16037               1.417097              1.417097 
  16031  20836                .815004               .815004 
  16032  15958                 .68274                .68274 
  16032  16031                .989876               .989876 
  16032  16119               1.033572              1.033572 
  16033  16034                    .14                   .14 
  16034  10930                .763627               .763627 
  16034  23873                .246548               .246548 
  16035  10924               1.250005              1.250005 
  16035  10928               1.232862              1.232862 
  16035  10930                .997433               .997433 
  16035  12307                .845433               .845433 
  16036  16007                .799012               .799012 
  16036  16029               1.434716              1.434716 
  16036  16045               2.345189              2.345189 
  16037    673                   1.14                  1.14 
  16037  15968                 .65549                .65549 
  16037  16030               1.366746              1.366746 
  16037  16031               1.061388              1.061388 
  16037  16125               1.039967              1.039967 
  16038  10922               1.429433              1.429433 
  16038  10925                .238576               .238576 
  16038  19503                .547148               .547148 
  16039   2997                   2.82                  2.82 
  16039   5193               1.736157              1.736157 
  16039  12836               4.797426              4.797426 
  16039  13343               4.121918              4.121918 
  16039  13386               2.488271              2.488271 
  16040  21279                .296733               .296733 
  16041   2966                   4.02                  4.02 
  16041   5213               3.044625              3.044625 
  16041  13307               2.763937              2.763937 
  16041  13652               3.582876              3.582876 
  16042  15992                .542264               .542264 
  16042  21282               1.014169              1.014169 
  16042  21286                .510128               .510128 
  16043   5237               1.564622              1.564622 
  16043   5251               1.862592              1.862592 
  16043  13399               3.914516              3.914516 
  16044  13442               1.764869              1.764869 
  16044  13647               3.645647              3.645647 
  16044  13662               1.260099              1.260099 
  16045  16014                .566996               .566996 
  16045  16036               2.167257              2.167257 
  16045  16090               1.347962              1.347962 
  16046   5235               3.627004              3.627004 
  16046  13523               1.070615              1.070615 
  16046  16054               4.255547              4.255547 
  16047   3619                   2.88                  2.88 
  16047  13588                1.93953               1.93953 
  16047  16048               7.712633              7.712633 
  16047  16062               8.875642              8.875642 
  16048   3622                   2.88                  2.88 
  16048  13589               2.326616              2.326616 
  16048  16047               7.789433              7.789433 
  16048  16059               2.098317              2.098317 
  16049  15429               1.615536              1.615536 
  16049  16085                .895146               .895146 
  16049  16423               2.897607              2.897607 
  16049  22958               1.530093              1.530093 
  16050  15973                .761716               .761716 
  16050  16051               1.106404              1.106404 
  16050  16066               1.332796              1.332796 
  16050  17884                .620071               .620071 
  16051  15932               1.119501              1.119501 
  16051  16050               1.328486              1.328486 
  16051  16052                .444772               .444772 
  16052  16051                .405886               .405886 
  16052  16053                 .08024                .08024 
  16053    113                    .81                   .81 
  16053  16011                .606607               .606607 
  16053  16012                .869637               .869637 
  16053  16052                .216265               .216265 
  16054   3626                   2.88                  2.88 
  16054  13524               2.492749              2.492749 
  16054  16046               4.283001              4.283001 
  16054  17190                   3.26                  3.26 
  16055  20042                .365544               .365544 
  16055  21274                .731006               .731006 
  16056  16063               1.169992              1.169992 
  16056  20046                .515333               .515333 
  16057  15690               1.528683              1.528683 
  16057  16058                .830083               .830083 
  16057  16064               1.688683              1.688683 
  16057  16123                .830201               .830201 
  16058   1721                   1.92                  1.92 
  16058  15732               1.184033              1.184033 
  16058  16057                .688683               .688683 
  16058  16130                 .81669                .81669 
  16059   3623                   2.85                  2.85 
  16059  13524               1.867164              1.867164 
  16059  16048               1.990266              1.990266 
  16059  16062                3.05098               3.05098 
  16060  13594                4.05915               4.05915 
  16060  16062               4.663263              4.663263 
  16060  16067                .569042               .569042 
  16061  20042                 .36085                .36085 
  16062   3620                   2.88                  2.88 
  16062  16047                8.84634               8.84634 
  16062  16059                3.05043               3.05043 
  16062  16060               4.774477              4.774477 
  16062  16104               2.793808              2.793808 
  16063  20045                  .2955                 .2955 
  16063  20905                .407344               .407344 
  16064  15689               1.521796              1.521796 
  16064  16057               1.688683              1.688683 
  16064  16122                .763713               .763713 
  16065  15984                .764042               .764042 
  16065  16066               1.332837              1.332837 
  16065  16069               1.335591              1.335591 
  16065  16158               1.370193              1.370193 
  16066    456                   1.29                  1.29 
  16066  15980                .809843               .809843 
  16066  16050               1.333446              1.333446 
  16066  16065               1.335142              1.335142 
  16066  16140                .680628               .680628 
  16067  16060                .665444               .665444 
  16067  16073               5.150922              5.150922 
  16067  16110               3.256582              3.256582 
  16068  15572               2.128555              2.128555 
  16068  16028                .435862               .435862 
  16068  16111                   .562                  .562 
  16069    532                   1.35                  1.35 
  16069  15983                .804015               .804015 
  16069  16065               1.333394              1.333394 
  16069  16078               1.333836              1.333836 
  16069  16160               1.399074              1.399074 
  16070  16040                .245821               .245821 
  16071  16084                .727815               .727815 
  16071  20043                .832349               .832349 
  16072  16055                .547328               .547328 
  16072  16071                 .16623                .16623 
  16073  16067               5.148132              5.148132 
  16073  16082               4.374897              4.374897 
  16073  16115               1.781807              1.781807 
  16074   2921                   2.31                  2.31 
  16074  15517                2.24462               2.24462 
  16074  16075               2.478781              2.478781 
  16074  16224               3.335701              3.335701 
  16074  18051               1.620874              1.620874 
  16075  15279               1.850519              1.850519 
  16075  15966               2.367817              2.367817 
  16075  16074               1.754868              1.754868 
  16075  16224               1.721057              1.721057 
  16076  15967               1.228942              1.228942 
  16076  16143               4.045397              4.045397 
  16076  16153               2.137062              2.137062 
  16077    551                   1.38                  1.38 
  16077  15996                .866006               .866006 
  16077  16078               1.352107              1.352107 
  16077  16164               1.423345              1.423345 
  16077  23543               1.321378              1.321378 
  16077  23544               1.309224              1.309224 
  16078    534                   1.47                  1.47 
  16078  15997                .827161               .827161 
  16078  16069               1.330775              1.330775 
  16078  16077               1.357178              1.357178 
  16078  16165               1.437347              1.437347 
  16079    564                    1.2                   1.2 
  16079  16080                .665661               .665661 
  16079  16089               1.182874              1.182874 
  16079  16114                .532575               .532575 
  16080  16009                .772774               .772774 
  16080  16079                .630919               .630919 
  16080  16081                1.32782               1.32782 
  16081  16080               1.288464              1.288464 
  16081  16103                 .44582                .44582 
  16081  23544                .335825               .335825 
  16082   3592                   2.88                  2.88 
  16082  13602               6.491989              6.491989 
  16082  13726               1.161846              1.161846 
  16082  16073               4.372932              4.372932 
  16083  20047                .268457               .268457 
  16083  20896                .335676               .335676 
  16084  16022                .651814               .651814 
  16084  16083                .094962               .094962 
  16085  16049                .890343               .890343 
  16085  16086                .848572               .848572 
  16085  16286                1.92603               1.92603 
  16086  15310               1.958494              1.958494 
  16086  16085                .843364               .843364 
  16086  16087               1.242353              1.242353 
  16086  16287               1.966911              1.966911 
  16087  15533               1.375316              1.375316 
  16087  16086               1.391892              1.391892 
  16087  16088               2.093439              2.093439 
  16087  16280               2.191491              2.191491 
  16088  16087               2.130388              2.130388 
  16088  16276                2.20708               2.20708 
  16088  18050                1.04344               1.04344 
  16088  18051                .340858               .340858 
  16089  15896               2.167641              2.167641 
  16089  16079                .956522               .956522 
  16089  16102               1.640207              1.640207 
  16089  16168               1.672484              1.672484 
  16090    694                   1.35                  1.35 
  16090  16045               1.401337              1.401337 
  16090  16098               1.841354              1.841354 
  16090  17044               1.239826              1.239826 
  16091  16092                .368983               .368983 
  16091  16138                .763309               .763309 
  16092  16093                .228564               .228564 
  16093  21273                .367535               .367535 
  16094  16018                .437475               .437475 
  16094  16095               1.658909              1.658909 
  16094  16108                .888763               .888763 
  16094  16176               1.296341              1.296341 
  16095  15797               2.380766              2.380766 
  16095  16094               1.867657              1.867657 
  16095  16096                .813137               .813137 
  16095  16172               1.830083              1.830083 
  16096   1619                   2.07                  2.07 
  16096  16095                .659661               .659661 
  16096  16097               1.380299              1.380299 
  16096  16174               1.547392              1.547392 
  16097  15798               1.495093              1.495093 
  16097  16096               1.331698              1.331698 
  16097  16098                .416197               .416197 
  16097  16131                .715668               .715668 
  16098    691                    .75                   .75 
  16098  16090               2.028193              2.028193 
  16098  16097                .647458               .647458 
  16098  16131                .876737               .876737 
  16099  15931               1.428544              1.428544 
  16099  16100                .618434               .618434 
  16099  16109               1.109515              1.109515 
  16099  16179               1.421386              1.421386 
  16100    598                   1.47                  1.47 
  16100  15921               1.718108              1.718108 
  16100  16099                .603155               .603155 
  16100  16101               1.359926              1.359926 
  16100  16180               1.418783              1.418783 
  16101  15922               1.682294              1.682294 
  16101  16100                1.36201               1.36201 
  16101  16102               1.481115              1.481115 
  16101  16145                .675786               .675786 
  16102    582                   1.08                  1.08 
  16102  15906               2.616252              2.616252 
  16102  16089                1.52347               1.52347 
  16102  16101                1.43512               1.43512 
  16102  16126                .559365               .559365 
  16102  16148                .821259               .821259 
  16103  16120                .527934               .527934 
  16103  23543                .352872               .352872 
  16104  13547               1.318827              1.318827 
  16104  16062               2.647362              2.647362 
  16104  16117               6.108684              6.108684 
  16104  16135               2.999809              2.999809 
  16105  15981               1.169756              1.169756 
  16105  16106               1.099607              1.099607 
  16105  16112                .404462               .404462 
  16106  15964                .797206               .797206 
  16106  16105                .867032               .867032 
  16106  16107               1.039164              1.039164 
  16106  16185               1.311154              1.311154 
  16107   1633                   2.01                  2.01 
  16107  15613               2.468588              2.468588 
  16107  16106               1.409511              1.409511 
  16107  16108                .727162               .727162 
  16108  15512               2.970083              2.970083 
  16108  16094               1.218624              1.218624 
  16108  16107                .734325               .734325 
  16109    614                    1.5                   1.5 
  16109  15936               1.602738              1.602738 
  16109  16099               1.108977              1.108977 
  16109  16113               1.363465              1.363465 
  16109  16188               1.541372              1.541372 
  16110   3611                   4.05                  4.05 
  16110  16067               3.145825              3.145825 
  16110  16115               4.150021              4.150021 
  16110  16117                .965987               .965987 
  16111   9491                .710445               .710445 
  16111  16068                .386081               .386081 
  16111  16112                  .3791                 .3791 
  16112  16028                .944186               .944186 
  16112  16105                .503034               .503034 
  16112  16111                .661924               .661924 
  16112  16193               1.806811              1.806811 
  16113    615                   1.56                  1.56 
  16113  15935               1.587474              1.587474 
  16113  16109               1.351499              1.351499 
  16113  16116               1.375682              1.375682 
  16113  16187               1.454815              1.454815 
  16114  16079                .339575               .339575 
  16114  16120               1.345612              1.345612 
  16114  16162                .900998               .900998 
  16115   3609                   4.05                  4.05 
  16115  13738               7.305283              7.305283 
  16115  16073               1.655559              1.655559 
  16115  16110               4.003497              4.003497 
  16115  16149               2.560934              2.560934 
  16116    645                   2.16                  2.16 
  16116  15944               1.889563              1.889563 
  16116  16113               1.341285              1.341285 
  16116  16119               2.433484              2.433484 
  16116  16195               1.493804              1.493804 
  16117  16104               6.250887              6.250887 
  16117  16110                .963438               .963438 
  16117  16141               2.562822              2.562822 
  16118  13552               3.189444              3.189444 
  16118  16319               4.413834              4.413834 
  16118  17190                    8.2                   8.2 
  16119    657                   1.29                  1.29 
  16119  16032               1.003926              1.003926 
  16119  16116               2.340565              2.340565 
  16119  16121               1.415605              1.415605 
  16119  16202               1.318726              1.318726 
  16120  16103                .514909               .514909 
  16120  16114               1.365141              1.365141 
  16120  16142                 .50178                .50178 
  16121  16119               1.499547              1.499547 
  16121  16125                1.13827               1.13827 
  16122  16064                .622194               .622194 
  16122  16123               1.035747              1.035747 
  16122  16129               1.160871              1.160871 
  16123  16057                .859383               .859383 
  16123  16122               1.133058              1.133058 
  16123  16130                .689852               .689852 
  16124   1719                   2.07                  2.07 
  16124  15612               2.102729              2.102729 
  16124  16130               1.708877              1.708877 
  16124  16153               2.174239              2.174239 
  16124  16250               1.778286              1.778286 
  16125    655                   1.29                  1.29 
  16125  16037               1.100284              1.100284 
  16125  16121                1.09021               1.09021 
  16125  16134               1.326805              1.326805 
  16125  16178               1.128007              1.128007 
  16126  16102                .621458               .621458 
  16126  16170               1.096049              1.096049 
  16126  16171               1.377174              1.377174 
  16127  22796               3.858632              3.858632 
  16127  22803               5.049734              5.049734 
  16127  22886               5.087637              5.087637 
  16127  23104               4.830392              4.830392 
  16128  15688               1.784698              1.784698 
  16128  16132                1.56889               1.56889 
  16128  16255               2.509404              2.509404 
  16129   1728                   3.27                  3.27 
  16129  15757               1.647373              1.647373 
  16129  16122                 .93393                .93393 
  16129  16132               1.552342              1.552342 
  16129  16210                1.02362               1.02362 
  16130   1722                   2.25                  2.25 
  16130  16058                .575501               .575501 
  16130  16123                .352925               .352925 
  16130  16124               1.716679              1.716679 
  16130  16252               1.878753              1.878753 
  16131  16097                .878199               .878199 
  16131  16098                 .89103                .89103 
  16131  16177               1.652302              1.652302 
  16131  16236               1.474364              1.474364 
  16132   2911                   3.93                  3.93 
  16132  15767               2.089322              2.089322 
  16132  16128               1.338208              1.338208 
  16132  16129               1.560266              1.560266 
  16132  16199                .768793               .768793 
  16133  16019               1.123927              1.123927 
  16133  16134               1.331833              1.331833 
  16133  16136               1.320905              1.320905 
  16133  16154                .715711               .715711 
  16134  16030               1.077603              1.077603 
  16134  16125               1.326103              1.326103 
  16134  16133               1.387694              1.387694 
  16134  16161                .867552               .867552 
  16135  13552               1.393433              1.393433 
  16135  16104               3.070987              3.070987 
  16135  16141               4.180589              4.180589 
  16136    683                   1.77                  1.77 
  16136  16029               1.404703              1.404703 
  16136  16133               1.436061              1.436061 
  16136  16150                .495217               .495217 
  16137   3587                   2.88                  2.88 
  16137  13731               5.822818              5.822818 
  16137  13820               4.212335              4.212335 
  16137  16267               1.865455              1.865455 
  16138  16139                .120001               .120001 
  16139  20048                .469433               .469433 
  16140    457                   1.11                  1.11 
  16140  16066                1.06485               1.06485 
  16140  16158               1.520548              1.520548 
  16141  16117               2.448459              2.448459 
  16141  16135               4.172321              4.172321 
  16141  16157               1.358798              1.358798 
  16142  16120                .498576               .498576 
  16142  16156                .538734               .538734 
  16142  23500                .786152               .786152 
  16143   1652                    .84                   .84 
  16143  15976               1.173203              1.173203 
  16143  16076                3.87618               3.87618 
  16143  16144                .638208               .638208 
  16143  23709                .486849               .486849 
  16144   9491               1.863823              1.863823 
  16144  16143                .806137               .806137 
  16144  16191                .835435               .835435 
  16145  16101                .882763               .882763 
  16145  16146                .410487               .410487 
  16145  16175                 .91767                .91767 
  16146  16145                .513955               .513955 
  16146  16147                .289888               .289888 
  16146  16151                    .34                   .34 
  16147  16146                .282294               .282294 
  16147  16148                .591942               .591942 
  16148    580                    .72                   .72 
  16148  16102               1.061541              1.061541 
  16148  16147                .417872               .417872 
  16148  16175               1.049243              1.049243 
  16149  13740               4.564602              4.564602 
  16149  16115                2.59099               2.59099 
  16149  16216                .593724               .593724 
  16150  16136                .499617               .499617 
  16150  16154               1.356313              1.356313 
  16150  16208                .996057               .996057 
  16151  16209                 .50501                .50501 
  16152  15995                .885664               .885664 
  16152  16147                .482506               .482506 
  16153  16076               1.598445              1.598445 
  16153  16124               2.494002              2.494002 
  16153  16203               1.399282              1.399282 
  16154    676                   1.38                  1.38 
  16154  16133                .699628               .699628 
  16154  16150               1.321138              1.321138 
  16154  16161               1.181255              1.181255 
  16154  17907                .557836               .557836 
  16155  16166                .667442               .667442 
  16155  23500                .389457               .389457 
  16155  23501                .989633               .989633 
  16156  16142                .716988               .716988 
  16156  21967                .317112               .317112 
  16156  23500                .655933               .655933 
  16157  16141               1.278163              1.278163 
  16157  16205               2.273424              2.273424 
  16157  16270               1.306107              1.306107 
  16158  16065               1.369526              1.369526 
  16158  16140                 1.0854                1.0854 
  16158  16159                .504231               .504231 
  16158  21965                .564194               .564194 
  16159  16158                .521796               .521796 
  16159  21966                .159737               .159737 
  16159  23502                 .33995                .33995 
  16160  16069               1.393913              1.393913 
  16160  16165               1.349908              1.349908 
  16160  16182                .620268               .620268 
  16160  23502                .782796               .782796 
  16161    675                   1.17                  1.17 
  16161  16134                 .86683                .86683 
  16161  16154                1.24489               1.24489 
